"uniqueVarID"	"study"	"variable"	"moment"	"type"	"datatype"	"dependent"	"direction"	"psytype"	"parent"	"description"	"comment"	"values"	"labels"	"classification_P"	"classification"
"feng2010.r_overallopinionofsmoking"	"feng2010.r"	"Overall opinion of smoking"	"1"	"question"	"numeric"	"cessation"	"NA"	"belief"	"NA"	"NA"	"p.7 below independent variables. Overall opinion about smoking was measured by asking: 
  ‘What is your overall opinion of smoking?’. This variable was also coded as a three-category variable 
  because  of  small  numbers  for  some  categories:  good (very good, good), neither good nor bad and bad (bad, very bad)."	"1 | 2 | 3"	"neither good nor bad | bad | good"	NA	NA
"feng2010.r_positiveattitudestowardsmoking"	"feng2010.r"	"Positive attitudes toward smoking"	"1"	"question"	"ordinal"	"cessation"	"inconsistent"	"determinant"	"NA"	"NA"	"p. 7 second paragraph below Independent Variables.
  Favourable attitude towards smoking was measured by asking for rating of agreement with the statement: ‘You enjoy
smoking too much to give it up’. The variable was coded into a  three-category  variable  because  of  small 
 numbers  for  some categories: disagree (strongly disagree, disagree), neither disagree nor agree and agree 
 (agree, strongly agree). "	"1 | 2 | 3"	"neither disagree nor agree | agree | disagree"	NA	NA
"feng2010.r_worriedaboutfuturehealth"	"feng2010.r"	"Worried about future health"	"1"	"question"	"ordinal"	"cessation"	"NA"	"belief"	"NA"	"NA"	" p. 7 second paragraph below Independent Variables.
  Worries about health in the future were measured by asking: ‘How worried are you, if at all, that
smoking  will  damage  your  health  in  the  future?"	"1 | 2 | 3 | 4"	"not at all | a little | very much | don’t know"	NA	NA
"kleinjan2009.r_everyoneactsunhealthysometimes"	"kleinjan2009.r"	"Everyone acts unhealthy sometimes"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_everythingisunhealthy"	"kleinjan2009.r"	"Everything is unhealthy"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_healthisnottheonlythinginlife"	"kleinjan2009.r"	"Health is not the only thing in life"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_ifitwerereallybaditwouldbeforbidden"	"kleinjan2009.r"	"If it were really bad, it would be forbidden"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_ilivehealthyotherwise"	"kleinjan2009.r"	"I live healthy otherwise"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_knowheavysmokersthatlivedlong"	"kleinjan2009.r"	"Know heavy smokers that lived long"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_medicalsciencewillinventsomething"	"kleinjan2009.r"	"Medical science will invent something"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_noteveryonegetssickthroughsmoking"	"kleinjan2009.r"	"Not everyone gets sick through smoking"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_pollutionisjustasunhealthy"	"kleinjan2009.r"	"Pollution is just as unhealthy"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_quitintention"	"kleinjan2009.r"	"quit intention"	"2"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_ratherashortgoodlifethanalongboringlife"	"kleinjan2009.r"	"Rather a short/good life than a long/boring life"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_therearelotsofrisksinlife"	"kleinjan2009.r"	"There are lots of risks in life"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"kleinjan2009.r_youhavetodieofsomething"	"kleinjan2009.r"	"You have to die of something"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"lazuras2012.r_anticipatedregret"	"lazuras2012.r"	"Anticipated regret"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_attitudes"	"lazuras2012.r"	"Attitudes"	"1"	"aggregate"	"numeric"	"cessation"	NA	"determinant"	NA	NA	"attitudes to smoking cessation"	NA	NA	NA	NA
"lazuras2012.r_descriptivenormsquitters"	"lazuras2012.r"	"Descriptive norms - quitters"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_descriptivenormssmokers"	"lazuras2012.r"	"Descriptive norms - smokers"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_healthbenefitfromquitting"	"lazuras2012.r"	"Health benefit from quitting"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_healthriskfromcontinuingsmoking"	"lazuras2012.r"	"Health risk from continuing smoking"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_quitintention"	"lazuras2012.r"	"Quit intention"	"1"	"question"	"numeric"	"cessation"	NA	"proxy"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_selfefficacy"	"lazuras2012.r"	"Self-efficacy"	"1"	"question"	"numeric"	"cessation"	NA	"determinant"	NA	NA	"NA"	NA	NA	NA	NA
"lazuras2012.r_subjectivenorms"	"lazuras2012.r"	"Subjective norms"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	NA	"NA"	NA	NA	NA	NA
"lennox1994.r_perceivedsupportfromfriends"	"lennox1994.r"	"Perceived support from friends"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"very/quite helpful | neutral | unhelpful/very unhelpful"	NA	NA
"lennox1994.r_perceivedsupportfromotherfamilymembers"	"lennox1994.r"	"Perceived support from other family members"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"very/quite helpful | neutral | unhelpful/very unhelpful"	NA	NA
"lennox1994.r_perceivedsupportfrompartner"	"lennox1994.r"	"Perceived support from partner"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"very/quite helpful | neutral | unhelpful/very unhelpful"	NA	NA
"lennox1994.r_perceivedsupportfromworkmates"	"lennox1994.r"	"Perceived support from workmates"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"very/quite helpful | neutral | unhelpful/very unhelpful"	NA	NA
"lennox1994.r_psychosocialsmoker"	"lennox1994.r"	"Psychosocial smoker"	"1"	"question"	"logical"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"lennox1994.r_smokingincreasesriskofbronchitis"	"lennox1994.r"	"Smoking increases risk of bronchitis"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"not at all/a little | quite a lot, very much | don't know"	NA	NA
"lennox1994.r_smokingincreasesriskofheartdisease"	"lennox1994.r"	"Smoking increases risk of heart disease"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"not at all/a little | quite a lot, very much | don't know"	NA	NA
"lennox1994.r_smokingincreasesriskoflungcancer"	"lennox1994.r"	"Smoking increases risk of lung cancer"	"1"	"question"	"ordinal"	"cessation"	NA	"belief"	"NA"	"NA"	"NA"	"1 | 2 | 3"	"not at all/a little | quite a lot, very much | don't know"	NA	NA
"lennox1994.r_successfulquitting"	"lennox1994.r"	"Successful quitting"	"1"	"question"	"logical"	"cessation"	NA	"behavior"	"NA"	"NA"	"This variable should be a subsample but is a variable due to the matrix, it might still be wise to 
  change both successful and unsuccesful quitters from variables to subsamples. I just have no idea of how it'd 
  be handled in R. They're already declared as subsamples above, which are hashtagged to comments"	NA	NA	NA	NA
"Maassen2004.r_badforhealth"	"Maassen2004.r"	"Bad for health"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_difficulttoquit"	"Maassen2004.r"	"Difficult to quit"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_easiertobepartofthecrowd"	"Maassen2004.r"	"Easier to be part of the crowd"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_friendspaymoreattentiontome"	"Maassen2004.r"	"Friends pay more attention to me"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_helpscalmnerves"	"Maassen2004.r"	"Helps calm nerves"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_helpsconcentrateinclass"	"Maassen2004.r"	"Helps concentrate in class"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_helpsfeelconfidentincompany"	"Maassen2004.r"	"Helps feel confident in company"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_helpskeepslim"	"Maassen2004.r"	"Helps keep slim"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_helpsrelax"	"Maassen2004.r"	"Helps relax"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_intentiontosmokenextyear"	"Maassen2004.r"	"Intention to smoke next year"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_isstupidofme"	"Maassen2004.r"	"Is stupid of me"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_iswrong"	"Maassen2004.r"	"Is wrong"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"Maassen2004.r_itsokifnotinhaled"	"Maassen2004.r"	"It's ok if not inhaled"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"Maassen2004.r_onlyharmfulifyousmokealot"	"Maassen2004.r"	"Only harmful if you smoke a lot"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"Maassen2004.r_percievedbehaviorbestfriendsmokes"	"Maassen2004.r"	"Percieved behavior - best friend smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviorbrothersmokes"	"Maassen2004.r"	"Percieved behavior - brother smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviorfathersmokes"	"Maassen2004.r"	"Percieved behavior - father smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviormostfriendssmoke"	"Maassen2004.r"	"Percieved behavior - most friends smoke"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviormothersmokes"	"Maassen2004.r"	"Percieved behavior - mother smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviorsistersmokes"	"Maassen2004.r"	"Percieved behavior - sister smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_percievedbehaviorteachersmokes"	"Maassen2004.r"	"Percieved behavior - teacher smokes"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"descriptive norm"	"descriptive norm"
"Maassen2004.r_safetosmokeforayearortwo"	"Maassen2004.r"	"Safe to smoke for a year or two"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"Maassen2004.r_selfefficacywhendoinghomework"	"Maassen2004.r"	"Self efficacy when doing homework"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_selfefficacywhennervous"	"Maassen2004.r"	"Self efficacy when nervous"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_selfefficacywhenofferedacigarette"	"Maassen2004.r"	"Self efficacy when offered a cigarette"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_selfefficacywhenonthewayhomefromschool"	"Maassen2004.r"	"Self efficacy when on the way home from school"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_selfefficacywhenupset"	"Maassen2004.r"	"Self efficacy when upset"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_selfefficacywithsmokingfriends"	"Maassen2004.r"	"Self efficacy with smoking friends"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Maassen2004.r_smokefromotherpeopleisharmful"	"Maassen2004.r"	"Smoke from other people is harmful"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"Maassen2004.r_smokers"	"Maassen2004.r"	"Smokers"	"1"	"question"	"numeric"	"initiation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Maassen2004.r_smoking"	"Maassen2004.r"	"smoking"	"1"	"question"	"logical"	"initiation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Maassen2004.r_smokingharmshealth"	"Maassen2004.r"	"Smoking harms health"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"Maassen2004.r_smokingispleasant"	"Maassen2004.r"	"smoking is pleasant"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"Maassen2004.r_socialnormbestfriend"	"Maassen2004.r"	"Social norm best friend"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormbrother"	"Maassen2004.r"	"Social norm brother"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormfather"	"Maassen2004.r"	"Social norm father"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormfriends"	"Maassen2004.r"	"Social norm friends"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormmother"	"Maassen2004.r"	"Social norm mother"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormsister"	"Maassen2004.r"	"Social norm sister"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialnormteacher"	"Maassen2004.r"	"Social norm teacher"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"subjective norms"	"subjective norms"
"Maassen2004.r_socialpressurebestfriend"	"Maassen2004.r"	"Social pressure best friend"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_socialpressurebrother"	"Maassen2004.r"	"Social pressure brother"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_socialpressurefather"	"Maassen2004.r"	"social pressure father"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_socialpressuremother"	"Maassen2004.r"	"social pressure mother"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_socialpressuresister"	"Maassen2004.r"	"Social pressure sister"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_socialpressureteacher"	"Maassen2004.r"	"Social pressure teacher"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"Maassen2004.r_sorryieverstarted"	"Maassen2004.r"	"Sorry I ever started"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"determinant"	"NA"	"NA"	"NA"	"NA"	"NA"	"Anticipated regret"	"Anticipated regret"
"Maassen2004.r_tasteshorrible"	"Maassen2004.r"	"Tastes horrible"	"1"	"question"	"numeric"	"initiation"	"inconsistent"	"determinant"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"martin2006.r_barrierstoquitting"	"martin2006.r"	"barriers to quitting"	"1"	"aggregate"	"numeric"	"cessation"	"inconsistent"	"behavior"	NA	"BQS-SAT score"	"an 11-item true-false instrument of perceived
  barriers to quitting smoking (Asher et al., 2003). "	NA	NA	"self-efficacy"	"self-efficacy"
"martin2006.r_motivationtoquit"	"martin2006.r"	"motivation to quit"	"1"	"aggregate"	"numeric"	"cessation"	"consistent"	"behavior"	NA	"effectively the Contemplation Ladder"	"retrieved from page 74, under section 2.3, measures"	NA	NA	"intention"	"intention"
"martin2006.r_selfefficacy"	"martin2006.r"	"self-efficacy"	"1"	"question"	"numeric"	"cessation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	NA	NA	"self-efficacy"	"self-efficacy"
"miller2006.r_bestfriendssmokingstatus"	"miller2006.r"	"Best friend's smoking status"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"miller2006.r_experimentation"	"miller2006.r"	"experimentation"	"1"	"question"	"logical"	"initiation"	"consistent"	"behavior"	"NA"	"NA"	"Experimentation: This predictor was entered as adum-
my variable based on the participants yes/no response to the
item, Have you ever experimented with cigarette smoking,
even a few puffs? retrieved from page 244"	"NA"	"NA"	NA	NA
"miller2006.r_noofbestfriendsusingtobacco"	"miller2006.r"	"no. of best friends using tobacco"	"1"	"question"	"numeric"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"miller2006.r_reactance"	"miller2006.r"	"reactance"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"determinant"	"NA"	"NA"	" Psychological Reactance: This was computed from
  the means of four items from the Hong Rebelliousness Scale, 
  retrieved from left column p. 245"	"NA"	"NA"	NA	NA
"miller2006.r_susceptibilitytoinitiation"	"miller2006.r"	"susceptibility to initiation"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"determinant"	"NA"	"NA"	"Susceptibility was computed from two measures 
assessing the relative strength of the participants resolve
not to smoke: Do you think you might smoke a cigarette
soon? and Ifoneofyourbestfriendsofferedyouacigarette,
doyouthinkyoumightsmokeit? Both items were measured
on a 4-point Likert-type scale anchored by 1 (definitely yes)
and 4 (definitely no),and included refused and don't know
options. retrieved from right column p. 245"	"NA"	"NA"	NA	NA
"myung2012.r_degreeofdifficultyinquitting"	"myung2012.r"	"Degree of difficulty in quitting"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_healthdamagefromsmoking"	"myung2012.r"	"Health damage from smoking"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_intentiontoquit"	"myung2012.r"	"Intention to quit"	"1"	"question"	"numeric"	"cessation"	NA	"proxy"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_medicalevidenceisexaggerated"	"myung2012.r"	"Medical evidence is exaggerated"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_selfefficacyregardingquittingsmoking"	"myung2012.r"	"Self-efficacy regarding quitting smoking"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_smokingisnoriskierthanmanyotherthings"	"myung2012.r"	"Smoking is no riskier than many other things"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	NA	NA
"myung2012.r_youvegottodieofsomething"	"myung2012.r"	"You've got to die of something"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"retrieved from page 22, section Smoking Related Beliefs"	NA	NA	"risk perception"	"risk perception"
"nandemin2010.r_addictionphysicalandpsychological"	"nandemin2010.r"	"Addiction - physical and psychological"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"irrelevant"	"irrelevant"
"nandemin2010.r_appetitesuppressionandweight"	"nandemin2010.r"	"Appetite suppression and weight"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"attitude"	"attitude"
"nandemin2010.r_attentiontoalcoholandsmoking"	"nandemin2010.r"	"Attention to alcohol and smoking"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"attentional bias"	"attentional bias"
"nandemin2010.r_buddysystems"	"nandemin2010.r"	"Buddy-systems"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"external factor"	"external factor"
"nandemin2010.r_exercise"	"nandemin2010.r"	"Exercise"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"external factor"	"external factor"
"nandemin2010.r_groupbasedmeetings"	"nandemin2010.r"	"Group based meetings"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"external factor"	"external factor"
"nandemin2010.r_inspirationalmotivation"	"nandemin2010.r"	"Inspirational motivation"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"external factor"	"external factor"
"nandemin2010.r_interventionshouldbefun"	"nandemin2010.r"	"Intervention should be fun"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"irrelevant"	"irrelevant"
"nandemin2010.r_lecturingshouldbeavoided"	"nandemin2010.r"	"Lecturing should be avoided"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"irrelevant"	"irrelevant"
"nandemin2010.r_overalhealthybehaviorshouldbepromotedalongsideintervention"	"nandemin2010.r"	"Overal healthy behavior should be promoted alongside intervention"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"irrelevant"	"irrelevant"
"nandemin2010.r_pairingofalcoholandcigarettes"	"nandemin2010.r"	"Pairing of alcohol and cigarettes"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"attitude"	"attitude"
"nandemin2010.r_peerinfluence"	"nandemin2010.r"	"Peer influence"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"subjective norms"	"subjective norms"
"nandemin2010.r_projectedsocialimage"	"nandemin2010.r"	"Projected social image"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"injunctive norm"	"injunctive norm"
"nandemin2010.r_stressmanagementandrelaxation"	"nandemin2010.r"	"Stress management and relaxation"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"attitude"	"attitude"
"nandemin2010.r_support"	"nandemin2010.r"	"Support"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"external factor"	"external factor"
"nandemin2010.r_timemanagementegboredom"	"nandemin2010.r"	"Time management e.g. boredom"	NA	"question"	"text"	"cessation"	NA	"belief"	NA	"NA"	"NA"	NA	NA	"attitude"	"attitude"
"oh2010.r_ibelievedicouldquitwheneveriwantedto"	"oh2010.r"	"I believed I could quit whenever I wanted to"	"1"	"question"	"text"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"disengagement beliefs"	"disengagement beliefs"
"oh2010.r_ithelpedmemanagemystress"	"oh2010.r"	"It helped me manage my stress"	"1"	"question"	"text"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"oh2010.r_iwaslessdepressedwhenismoked"	"oh2010.r"	"I was less depressed when I smoked"	"1"	"question"	"text"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"oh2010.r_iwasnotworriedabouthealtheffects"	"oh2010.r"	"I was not worried about health effects"	"1"	"question"	"text"	"initiation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
