"study"	"variable1"	"variable2"	"df1"	"r"	"covariates"	"comment"	"v"	"v.from.raw.chisq"	"subsample"	"var1values"	"var1moment"	"var2values"	"var2moment"	"chisq"	"n"	"OR"	"df2"	"p"	"t"	"F"	"counter"	"d"	"etasq"	"insignificanceOnly"	"size"	"var1_dependent"	"var1_direction"	"var1_values"	"var1_uniqueVarID"	"var1_psytype"	"var2_dependent"	"var2_direction"	"var2_values"	"var2_uniqueVarID"	"var2_psytype"	"pred_psytype"	"dep_psytype"	"dependent"	"p.computed.from.chisq"	"v.computed.from.chisq"	"r.computed.from.or"	"d.computed.from.or"	"r.computed.from.t"	"p.computed.from.t"	"d.computed.from.t"	"p.computed.from.f"	"etasq.computed.from.f"	"omegasq.computed.from.f"	"d.computed.from.f"	"r_fam_sign"	"r.computed.from.v"	"r.computed.from.v.from.raw.chisq"	"r.computed.from.v.computed.from.chisq"	"r.computed.from.etasq"	"r.computed.from.etasq.computed.from.f"	"n.extracted"	"r.averaged.from.computations"	"r_fam_es"	"var1_classification"	"var2_classification"
"Brandstetter2012.r"	"gender"	"Increased CPD"	NA	NA	NA	"Cigarettes per day CPD from baseline to post-intervention."	NA	NA	NA	NA	NA	NA	1	NA	12	NA	NA	0.29	1.05	NA	NA	NA	NA	NA	12	"cessation"	NA	"NA"	"Brandstetter2012.r_gender"	"demographic"	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_increasedcpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	0.31512213349468	0.314404879002321	0.561248608016091	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.31512213349468	0.31512213349468	"demographic"	"irrelevant"
"Brandstetter2012.r"	"Smoking within 30 mins of waking"	"Increased CPD"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	3.57	NA	NA	NA	NA	NA	12	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_smokingwithin30minsofwaking"	"behavior"	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_increasedcpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	0.748559282569371	0.00385239232024574	1.90824526725471	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.748559282569371	0.748559282569371	"behavior"	"irrelevant"
"Brandstetter2012.r"	"Low confidence in ability to quit"	"Increased CPD"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.02	3.15	NA	NA	NA	NA	NA	12	"cessation"	"inconsistent"	"1 | 2 | 3 | 4 | 5"	"Brandstetter2012.r_lowconfidenceinabilitytoquit"	"determinant"	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_increasedcpd"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	0.705730092160986	0.00837492970471987	1.68374582404827	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.705730092160986	0.705730092160986	"self-efficacy"	"irrelevant"
"Brandstetter2012.r"	"Prior quit attempts"	"Increased CPD"	NA	NA	0	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.001	-3.53	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_priorquitattempts"	"behavior"	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_increasedcpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	-0.744836804524951	0.00414641302922475	-1.88686436790172	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.744836804524951	-0.744836804524951	"behavior"	"irrelevant"
"Brandstetter2012.r"	"Prior quit attempts"	"Increased CPD"	15	NA	0	"actually  belongs together with association above, but since two p-values are provided in text,
  and because that makes me nervous, I've added them separately. Retrieved from p.3."	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	73	0.001	NA	3.37	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_priorquitattempts"	"behavior"	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_increasedcpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	0.000513939802160943	0.409146094698503	0.285427539140907	NA	-1	NA	NA	NA	NA	-0.639645288185962	NA	-0.639645288185962	-0.639645288185962	"behavior"	"irrelevant"
"Brandstetter2012.r"	"Addiction"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_addiction"	"determinant"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"irrelevant"	"irrelevant"
"Brandstetter2012.r"	"Addiction"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_addiction"	"determinant"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"irrelevant"	"irrelevant"
"Brandstetter2012.r"	"Motivation to quit"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.002	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_motivationtoquit"	"proxy"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"intention"	"irrelevant"
"Brandstetter2012.r"	"Motivation to quit"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_motivationtoquit"	"proxy"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"intention"	"irrelevant"
"Brandstetter2012.r"	"Confidence in quitting"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.003	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_confidenceinquitting"	"determinant"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"self-efficacy"	"irrelevant"
"Brandstetter2012.r"	"Confidence in quitting"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_confidenceinquitting"	"determinant"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"determinant"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"self-efficacy"	"irrelevant"
"Brandstetter2012.r"	"Baseline CPD"	"Quit outcome"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_quitoutcome"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"irrelevant"	"behavior"
"Brandstetter2012.r"	"Motivation to quit"	"Quit outcome"	NA	NA	NA	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.003	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_motivationtoquit"	"proxy"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_quitoutcome"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"intention"	"behavior"
"Brandstetter2012.r"	"Reasons for smoking"	"Quit outcome"	NA	NA	NA	NA	NA	NA	"Women"	NA	1	NA	1	NA	12	NA	NA	0.001	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_reasonsforsmoking"	"proxy"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_quitoutcome"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"Brandstetter2012.r"	"Reasons for smoking"	"Baseline CPD"	NA	NA	NA	NA	NA	NA	"Men"	NA	1	NA	1	NA	12	NA	NA	0.03	NA	NA	FALSE	NA	NA	NA	12	"cessation"	"inconsistent"	"NA"	"Brandstetter2012.r_reasonsforsmoking"	"proxy"	"cessation"	"consistent"	"NA"	"Brandstetter2012.r_baselinecpd"	"behavior"	"none"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"irrelevant"
"Carvajal2006.r"	"initiation"	"Depressive symptoms"	NA	NA	NA	": negative affect, (absence of) positive affect,
somatic  complaints,  and  interpersonal  problems. "	NA	NA	NA	NA	NA	NA	NA	NA	3364	1.06	NA	0.001	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"consistent"	"NA"	"Carvajal2006.r_depressivesymptoms"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	0.016060594619342	0.0321253327534255	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.016060594619342	0.016060594619342	"behavior"	"irrelevant"
"Carvajal2006.r"	"initiation"	"Global positive expectancies"	NA	NA	NA	"eight items from extant optimism and hope scales "	NA	NA	NA	NA	NA	NA	NA	NA	3364	0.95	NA	0.005	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"inconsistent"	"NA"	"Carvajal2006.r_globalpositiveexpectancies"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	-0.0141383243862357	-0.0282794753372331	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.0141383243862357	-0.0141383243862357	"behavior"	"attitude"
"Carvajal2006.r"	"initiation"	"Maladaptive coping"	NA	NA	NA	"scale included 5-items (e.g., denial, helplessness, anger)"	NA	NA	NA	NA	NA	NA	NA	NA	3364	1.12	NA	0.001	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"consistent"	"NA"	"Carvajal2006.r_maladaptivecoping"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	0.0312254554405038	0.062481378889914	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0312254554405038	0.0312254554405038	"behavior"	"coping"
"Carvajal2006.r"	"initiation"	"Smoking intentions"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3364	1.32	NA	0.001	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"consistent"	"NA"	"Carvajal2006.r_smokingintentions"	"proxy"	"none"	"behavior"	"initiation"	NA	NA	0.0763100390766061	0.153066398672763	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0763100390766061	0.0763100390766061	"behavior"	"intention"
"Carvajal2006.r"	"initiation"	"Perceived risk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3364	0.86	NA	0.025	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"NA"	"NA"	"Carvajal2006.r_perceivedrisk"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	-0.0415406204190304	-0.0831530172016908	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.0415406204190304	-0.0415406204190304	"behavior"	"risk perception"
"Carvajal2006.r"	"initiation"	"Negative attitudes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3364	0.95	NA	0.05	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"inconsistent"	"NA"	"Carvajal2006.r_negativeattitudes"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	-0.0141383243862357	-0.0282794753372331	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.0141383243862357	-0.0141383243862357	"behavior"	"attitude"
"Carvajal2006.r"	"initiation"	"Positive attitudes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3364	1.13	NA	0.001	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"consistent"	"NA"	"Carvajal2006.r_positiveattitudes"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	0.0336719513436965	0.0673821124509265	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0336719513436965	0.0336719513436965	"behavior"	"attitude"
"Carvajal2006.r"	"initiation"	"Self efficacy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3364	0.85	NA	0.001	NA	NA	NA	NA	NA	NA	3364	"initiation"	"consistent"	"NA"	"Carvajal2006.r_initiation"	"behavior"	"initiation"	"inconsistent"	"NA"	"Carvajal2006.r_selfefficacy"	"determinant"	"determinant"	"behavior"	"initiation"	NA	NA	-0.0447557987325528	-0.0896013818851404	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.0447557987325528	-0.0447557987325528	"behavior"	"self-efficacy"
"chen1999.r"	"Parent smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	8.76	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_parentsmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.00615818098207986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Sibling smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	0.253	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_siblingsmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	1.22994112427586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Friend smoking (m)"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	2.438	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_friendsmokingm"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.236854267253068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Friend smoking (f)"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	8.129	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_friendsmokingf"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.0087125535010357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Teacher smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	7.717	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_teachersmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.0109406446195912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Parent smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	125.909	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_parentsmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	6.43822844117324e-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Sibling smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	334.594	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_siblingsmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	1.91981167027924e-74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Friend smoking (m)"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	202.552	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_friendsmokingm"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	1.15871216756484e-45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Friend smoking (f)"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	1404.937	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_friendsmokingf"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	3.55336482671528e-307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Teacher smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	1389.325	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_teachersmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	8.77335218376244e-304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"descriptive norm"	"behavior"
"chen1999.r"	"Hate being around smokers"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	23.806	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"inconsistent"	NA	"chen1999.r_hatebeingaroundsmokers"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	2.13099619141253e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"irrelevant"	"behavior"
"chen1999.r"	"Smokers turn me off"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	2.358	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"inconsistent"	NA	"chen1999.r_smokersturnmeoff"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.249283793708439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Feel OK around smokers"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	13.997	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_feelokaroundsmokers"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.000366205094018058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Hate being around smokers"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	1776.429	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"inconsistent"	NA	"chen1999.r_hatebeingaroundsmokers"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"irrelevant"	"behavior"
"chen1999.r"	"Smokers turn me off"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	1192.294	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"inconsistent"	NA	"chen1999.r_smokersturnmeoff"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	5.76849318915984e-261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Feel OK around smokers"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	1362.185	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_feelokaroundsmokers"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	6.93137436320662e-298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Good at parties"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	1.207	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_goodatparties"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.543854158239262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Smoking helps relax"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	0.2	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_smokinghelpsrelax"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	1.30944169203715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Alleviates boredom"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	3.701	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_alleviatesboredom"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.108759734646399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Good at parties"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	316.763	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_goodatparties"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	1.46903101372556e-70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Smoking helps relax"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	204.53	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_smokinghelpsrelax"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	4.28912128911765e-46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
"chen1999.r"	"Alleviates boredom"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	374.193	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_alleviatesboredom"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	4.57395335964757e-83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"attitude"	"behavior"
